","A) Procuring, inducing Children for the sake of prostitution (Sec. 5)",B) Detaining a person in premises where prostitution is carried on (Sec. 6),C) Others,,,,"Cyber Crimes/ Information Technology Act (Col.67+Col.68)
",A) Publishing or Transmitting of material depicting children in sexually explicit act,B) Other Cyber Crimes against Children,,,
,,"Murder (Sec.302 IPC) (Col.4+Col.5)
",Murder with Rape/POCSO,Other Murder,,,,,,,,,Kidnapping and Abduction (Sec. 363 IPC) (Col.15+Col.16),A) Missing Children Deemed as Kidnapped,B) Other Kidnapping & Abduction,,,,,,,,,,,,,,,,,,,,,,Section 4 & 6 of POCSO Act or POCSO Act  (Section 4 & 6) r/w Section 376 IPC (Total)  (Col.39+Col.40),A) Girls,B) Boys,"Section 8 & 10 of POCSO Act or POCSO Act (Section 8 & 10)  r/w Section 354 IPC (Total)(Col.42+Col.43)
",A) Girls,B) Boys,"Section 12 of POCSO Act or POCSO Act (Section 12) r/w Section 509 IPC (Total) (Col.45+Col.46)
",A) Girls,B) Boys,"Section 14 & 15 of POCSO Act (Total) (Col.48+Col.49)
",A) Girls,B) Boys,"POCSO Act  r/w Section 377 IPC (Total) (Col.51+ Col.52)
",A) Girls,B) Boys,"Sections 17 to 22 of POCSO Act (Col.54+Col.55)
",A) Girls,B) Boys,,,,,,,,,,,,,,,,
4,Longleng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Mokokchung,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
6,Mon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
7,Peren,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Phek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
9,Tuensang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Wokha,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
11,Zunheboto,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
,Total Districts ,3,1,2,0,0,0,0,2,1,0,5,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,13,18,15,14,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State: Odisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Angul,0,0,0,0,0,0,0,0,0,0,137,137,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,81,62,62,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,91,228
2,Balasore,1,1,0,0,0,0,0,0,0,0,286,225,225,0,0,0,0,51,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,288,118,95,95,0,12,12,0,1,1,0,10,10,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2,2,0,0,123,411
3,Baragarh,0,0,0,0,0,0,0,0,0,0,71,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,34,14,14,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,35,106
4,Berhampur,0,0,0,0,0,0,0,0,0,0,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,53,37,37,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,56,126
5,Bhadrak,0,0,0,0,0,0,0,0,0,0,242,242,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,89,58,58,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,4,0,0,94,336
6,Bolangir,0,0,0,0,0,0,0,0,0,0,123,123,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,61,50,50,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,62,185
7,Boudh,0,0,0,0,0,0,0,0,0,0,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,18,18,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,46
8,Cuttack,0,0,0,0,0,0,0,0,0,0,142,142,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,41,37,37,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,42,184
9,DCP BBSR,1,1,0,0,0,0,0,0,0,0,198,198,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,74,64,64,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,5,5,0,0,85,284
10,DCP CTC,0,0,0,0,0,0,0,0,0,0,153,153,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,45,30,30,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,47,200
11,Deogarh,0,0,0,0,0,0,0,0,1,0,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
12,Dhenkanal,1,1,0,0,0,0,0,0,0,0,116,97,97,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,100,42,42,0,36,36,0,0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,217
13,Gajapati,0,0,0,0,0,0,0,0,0,0,42,42,42,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43,49,42,42,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50,93
14,Ganjam,0,0,0,0,0,0,0,0,0,0,46,46,46,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,47,73,53,53,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,2,0,0,0,0,0,85,132
15,Jagatsinghpur,0,0,0,0,0,0,0,0,0,0,148,148,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,61,37,37,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,64,212
16,Jajpur,0,0,0,0,0,0,0,0,0,0,209,209,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,116,98,98,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,12,12,0,0,132,341
17,Jharsuguda,0,0,0,0,0,0,0,0,0,0,69,69,69,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,70,44,29,29,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,48,118
18,Kalahandi,0,0,0,0,0,0,0,0,0,0,117,117,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,67,48,48,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,70,187
19,Kandhamal,0,0,0,0,0,0,0,0,0,0,71,71,71,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,72,41,18,18,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,43,115
20,Kendrapara,0,0,0,0,0,0,0,0,0,0,129,128,0,128,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,86,61,61,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,88,217
21,Keonjhar,1,1,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,85,69,69,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,0,90,191
22,Khurda,0,0,0,0,0,0,0,0,0,0,79,79,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,45,40,40,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,47,126
23,Koraput,2,2,0,0,0,0,0,0,0,0,102,102,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,66,65,65,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,170
24,Malkangiri,0,0,0,0,0,0,0,0,0,0,88,88,88,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,90,56,46,46,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,58,148
25,Mayurbhanj,1,1,0,0,0,0,0,0,0,0,298,298,298,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,301,142,102,102,0,39,39,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,147,448
26,Nayagarh,1,1,0,0,0,0,0,0,0,0,94,81,81,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,58,32,32,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,61,156
27,Nabarangpur,0,0,0,0,0,0,0,0,0,0,101,101,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,106,83,83,0,7,7,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,207
28,Nuapada,0,0,0,0,0,0,0,0,0,0,58,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,23,18,18,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,24,82
29,Puri,0,0,0,0,0,0,0,0,0,0,195,195,195,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,196,70,54,54,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,2,0,3,3,0,0,78,274
30,Rayagada,2,1,1,1,1,0,0,0,1,0,92,80,80,0,0,0,0,9,0,0,3,2,0,0,0,0,0,0,0,0,0,0,9,108,75,66,66,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,77,185
31,Rourkela,0,0,0,0,0,0,0,0,0,0,106,106,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,65,44,44,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,68,174
32,Sambalpur,0,0,0,0,0,0,0,0,0,0,103,103,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,63,46,46,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,67,170
33,Sonepur,0,0,0,0,0,0,0,0,0,0,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20,17,17,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,38
34,SRP(Cuttack),0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
35,SRP(Rourkela),0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
36,Sundargarh,2,0,2,1,1,0,0,0,1,1,66,65,52,13,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21,96,68,54,54,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,164
37,CID CB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,15,16
,Total Districts ,12,9,3,2,2,0,0,0,3,1,3915,3808,3666,142,0,0,2,92,10,0,3,15,0,0,0,0,0,0,17,0,0,0,31,3998,2202,1629,1629,0,523,523,0,17,17,0,33,33,0,0,0,0,0,0,0,35,12,23,0,0,0,0,0,24,0,71,71,0,0,2332,6330
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State: Punjab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Amritsar Rural,2,0,2,0,0,0,0,0,0,0,66,0,0,0,0,0,0,56,0,0,10,0,0,0,0,0,0,0,0,4,0,0,1,73,29,22,22,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,32,105
2,Barnala,0,0,0,0,0,0,4,0,0,0,20,0,0,0,0,0,0,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,30,15,13,13,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,45
3,Batala,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,15,12,12,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,35
4,Bathinda,5,1,4,2,2,0,0,0,0,0,39,4,0,4,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,39,33,33,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,41,90
5,CP Amritsar,0,0,0,0,1,0,0,0,0,0,60,1,1,0,0,0,0,55,0,0,4,0,0,0,0,0,0,0,0,1,0,0,9,71,30,22,22,0,6,6,0,0,0,0,0,0,0,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,102
6,CP Jalandhar,1,0,1,0,1,0,0,1,4,2,63,6,6,0,0,0,0,52,0,0,5,2,0,0,0,0,0,0,0,1,0,0,4,79,28,21,21,0,6,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29,108
7,CP Ludhiana,4,0,4,0,0,0,0,5,0,0,117,0,0,0,0,0,0,108,0,0,9,1,0,0,0,0,0,0,1,5,0,0,0,133,76,60,60,0,14,14,0,0,0,0,0,0,0,2,0,2,0,0,0,8,8,0,0,0,0,0,4,4,0,0,0,0,0,92,225
8,Faridkot,0,0,0,0,0,0,0,2,0,0,32,1,0,1,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,37,17,11,11,0,4,4,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,54
9,Fatehgarh Sahib,1,0,1,0,0,0,3,0,0,0,30,6,6,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,16,11,11,0,3,3,0,0,0,0,0,0,0,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17,51
10,Fazilka,2,0,2,0,0,0,0,0,0,0,26,0,0,0,0,0,0,26,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,33,65,49,49,0,14,14,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,98
11,Ferozepur,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,25,19,19,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,34
12,GRP,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
13,Gurdaspur,0,0,0,2,0,0,0,0,0,0,23,0,0,0,0,0,0,22,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,26,13,10,10,0,1,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,40
14,Hoshiarpur,1,1,0,0,0,0,1,0,0,0,43,2,2,0,0,0,0,40,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,49,24,18,18,0,4,4,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25,74
15,Jalandhar Rural,7,1,6,1,0,0,0,0,4,3,29,2,2,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,61,25,20,20,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26,87
16,Kapurthala,0,0,0,0,0,0,1,0,0,0,51,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53,26,22,22,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27,80
17,Khanna,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,11,11,0,3,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24
18,Ludhiana Rural,1,0,1,0,0,0,1,0,0,0,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,18,14,14,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,19,44
19,Mansa,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,27,32,26,26,0,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,34,61
20,Moga,3,1,2,0,0,0,0,0,0,0,27,2,0,2,0,0,0,22,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,32,17,11,11,0,3,3,0,0,0,0,0,0,0,3,0,3,0,0,0,1,1,0,0,0,0,0,0,1,0,5,5,0,0,24,56
21,Muktsar,0,0,0,0,0,1,0,0,0,0,45,2,0,2,0,1,0,42,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,50,24,14,14,0,9,9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,2,0,29,79
22,Pathankot,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,15,15,0,3,3,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,21,40
23,Patiala,2,0,2,0,0,0,1,0,0,0,74,0,0,0,0,0,0,66,0,0,8,0,0,0,0,0,0,0,0,2,0,0,4,83,45,32,32,0,11,11,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,128
24,Ropar,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,20,1,0,0,11,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
25,Sangrur,1,0,1,0,0,0,0,0,0,0,53,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,41,1,13,0,20,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129
26,SAS Nagar,2,0,2,0,0,0,0,0,0,0,78,15,15,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,83,55,43,43,0,10,10,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,56,139
27,SBS Nagar,1,0,1,0,0,0,0,0,0,0,19,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25,46,20,18,18,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,66
28,Tarn Taran,4,0,4,2,0,0,0,0,0,0,31,0,0,0,0,0,0,29,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,47,30,22,22,0,7,7,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,33,80
29,Bureau of Investigation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Intelligence Wing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,NRI Wing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Special Task Force,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Total Districts ,37,4,33,7,4,1,11,10,8,5,1032,41,32,9,0,1,0,944,0,0,46,6,0,0,0,0,0,0,62,26,18,0,125,1352,720,549,549,0,138,138,0,1,1,0,5,5,0,24,1,23,3,3,0,13,11,2,0,0,0,0,11,13,0,10,8,2,2,769,2121
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State: Rajasthan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Ajmer,3,0,3,0,0,0,0,4,3,0,200,170,91,79,0,0,0,30,0,0,0,0,0,0,0,0,0,0,58,8,56,6,19,357,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,13,0,0,0,0,0,0,0,1,1,0,0,18,375
2,Alwar,0,0,0,0,0,0,0,1,0,0,46,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,45,0,24,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116
3,Banswara,1,0,1,0,0,0,0,0,0,0,42,21,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,24,0,1,0,1,69,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,25,0,25,0,0,0,0,1,0,0,0,0,0,0,28,97
4,Baran,0,0,0,0,0,0,0,0,0,0,108,98,98,0,0,0,2,7,0,0,1,0,0,0,0,0,0,0,38,1,78,1,10,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,237
5,Barmer,4,1,3,1,0,0,0,10,0,0,48,3,3,0,0,0,0,39,0,0,6,0,0,0,0,0,0,0,54,16,58,0,8,199,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,205
6,Bharatpur,1,0,1,0,1,0,0,3,0,0,22,14,0,14,0,0,0,0,0,0,8,0,0,0,0,0,0,0,47,0,9,0,1,84,111,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,110,110,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,124,208
7,Bhilwara,0,0,0,2,0,0,0,4,0,0,104,32,0,32,0,0,0,30,2,0,40,0,0,0,0,0,0,0,23,0,11,0,50,194,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,11,205
